source_r_square,target_r_square,axis,movement,sourceSessionIndex,targetSessionIndex,normalizedMethod,maximumMeanDiscrepancy
0.7345017,0.66527283,x,velocity,1,2,None,0.04770195713132618
0.7458599,0.6538632,y,velocity,1,2,None,0.04770195713132618
0.7345017,0.52372265,x,velocity,1,3,None,0.46241704094852504
0.7458599,0.6064539,y,velocity,1,3,None,0.46241704094852504
0.7345017,0.4889363,x,velocity,1,4,None,0.5274069512877346
0.7458599,0.45599264,y,velocity,1,4,None,0.5274069512877346
0.7345017,0.4834273,x,velocity,1,5,None,0.4054689431351363
0.7458599,0.50001585,y,velocity,1,5,None,0.4054689431351363
0.7345017,0.4804595,x,velocity,1,6,None,0.38464878349011844
0.7458599,0.50870216,y,velocity,1,6,None,0.38464878349011844
0.7345017,0.2588536,x,velocity,1,7,None,0.755461482133305
0.7458599,0.23069352,y,velocity,1,7,None,0.755461482133305
0.7345017,0.24649072,x,velocity,1,8,None,0.5864056006294102
0.7458599,0.2874267,y,velocity,1,8,None,0.5864056006294102
0.7345017,0.18670946,x,velocity,1,9,None,0.9863134862574666
0.7458599,0.27798194,y,velocity,1,9,None,0.9863134862574666
0.7345017,-0.016675353,x,velocity,1,10,None,1.452776831213376
0.7458599,-0.0016409159,y,velocity,1,10,None,1.452776831213376
0.7345017,0.14951742,x,velocity,1,11,None,0.7863209756865384
0.7458599,0.2022934,y,velocity,1,11,None,0.7863209756865384
0.7345017,0.18806171,x,velocity,1,12,None,0.8236175955981254
0.7458599,0.21633655,y,velocity,1,12,None,0.8236175955981254
0.7345017,0.08317864,x,velocity,1,13,None,0.8801170068805426
0.7458599,0.106990695,y,velocity,1,13,None,0.8801170068805426
0.7345017,0.11556852,x,velocity,1,14,None,1.1925235428462089
0.7458599,0.11739367,y,velocity,1,14,None,1.1925235428462089
0.7345017,0.10035998,x,velocity,1,15,None,1.1612748665031791
0.7458599,0.05274731,y,velocity,1,15,None,1.1612748665031791
0.7345017,0.2093882,x,velocity,1,16,None,0.884195031899473
0.7458599,0.10700297,y,velocity,1,16,None,0.884195031899473
0.7345017,0.18703258,x,velocity,1,17,None,0.86650209275378
0.7458599,0.1151886,y,velocity,1,17,None,0.86650209275378
0.7345017,0.08234745,x,velocity,1,18,None,1.125384057417649
0.7458599,0.10313308,y,velocity,1,18,None,1.125384057417649
0.7345017,0.043845356,x,velocity,1,19,None,0.8708882792801023
0.7458599,0.13438702,y,velocity,1,19,None,0.8708882792801023
0.7345017,0.09567368,x,velocity,1,20,None,0.9071229596325606
0.7458599,0.12498158,y,velocity,1,20,None,0.9071229596325606
0.7345017,0.18336624,x,velocity,1,21,None,0.9526841810534774
0.7458599,0.09961158,y,velocity,1,21,None,0.9526841810534774
0.7345017,-0.00094664097,x,velocity,1,22,None,1.1793690139706077
0.7458599,-0.01190567,y,velocity,1,22,None,1.1793690139706077
0.7345017,0.12363607,x,velocity,1,23,None,0.765885904763177
0.7458599,0.15633762,y,velocity,1,23,None,0.765885904763177
0.7345017,0.11924046,x,velocity,1,24,None,1.1465608305015027
0.7458599,-0.01028502,y,velocity,1,24,None,1.1465608305015027
0.7345017,0.021874428,x,velocity,1,25,None,1.4373247098127993
0.7458599,0.041827023,y,velocity,1,25,None,1.4373247098127993
0.7345017,0.118222415,x,velocity,1,26,None,0.6515263190440774
0.7458599,0.12196094,y,velocity,1,26,None,0.6515263190440774
0.7345017,0.09704995,x,velocity,1,27,None,1.2272779615644247
0.7458599,0.05498469,y,velocity,1,27,None,1.2272779615644247
0.7345017,0.053971827,x,velocity,1,28,None,1.1482243040471882
0.7458599,0.042669,y,velocity,1,28,None,1.1482243040471882
0.7345017,0.107498705,x,velocity,1,29,None,1.026313671245253
0.7458599,0.06473863,y,velocity,1,29,None,1.026313671245253
0.7345017,0.07490975,x,velocity,1,30,None,0.8667567482163548
0.7458599,0.05402285,y,velocity,1,30,None,0.8667567482163548
0.7345017,0.099674344,x,velocity,1,31,None,0.7835810948524743
0.7458599,0.075992584,y,velocity,1,31,None,0.7835810948524743
0.7345017,0.035973072,x,velocity,1,32,None,1.1121629964131117
0.7458599,0.022111237,y,velocity,1,32,None,1.1121629964131117
0.7345017,0.15175259,x,velocity,1,33,None,0.8286229862030445
0.7458599,0.13593817,y,velocity,1,33,None,0.8286229862030445
0.7345017,-0.064720154,x,velocity,1,34,None,1.4063514473037422
0.7458599,-0.09703505,y,velocity,1,34,None,1.4063514473037422
0.7345017,0.014490366,x,velocity,1,35,None,1.644330090218082
0.7458599,0.053726256,y,velocity,1,35,None,1.644330090218082
0.7345017,0.19237548,x,velocity,1,36,None,1.0733668087945134
0.7458599,0.06677556,y,velocity,1,36,None,1.0733668087945134
0.7494254,0.47266465,x,velocity,2,0,None,0.3650415051383645
0.75493133,0.56544614,y,velocity,2,0,None,0.3650415051383645
0.7494254,0.75953776,x,velocity,2,1,None,0.07608261820395588
0.75493133,0.7830711,y,velocity,2,1,None,0.07608261820395588
0.7494254,0.44609255,x,velocity,2,3,None,0.6532631562421143
0.75493133,0.54771066,y,velocity,2,3,None,0.6532631562421143
0.7494254,0.52993864,x,velocity,2,4,None,0.47700820513354236
0.75493133,0.49685937,y,velocity,2,4,None,0.47700820513354236
0.7494254,0.5096011,x,velocity,2,5,None,0.5273486911198317
0.75493133,0.46158135,y,velocity,2,5,None,0.5273486911198317
0.7494254,0.4839359,x,velocity,2,6,None,0.4306607097714782
0.75493133,0.4557246,y,velocity,2,6,None,0.4306607097714782
0.7494254,0.28817683,x,velocity,2,7,None,0.7818296330100298
0.75493133,0.19266933,y,velocity,2,7,None,0.7818296330100298
0.7494254,0.17273742,x,velocity,2,8,None,0.8333949555825086
0.75493133,0.22185248,y,velocity,2,8,None,0.8333949555825086
0.7494254,0.22888428,x,velocity,2,9,None,1.1283501266693474
0.75493133,0.26405698,y,velocity,2,9,None,1.1283501266693474
0.7494254,-0.012368679,x,velocity,2,10,None,1.2853960652399108
0.75493133,-0.010872483,y,velocity,2,10,None,1.2853960652399108
0.7494254,0.09379649,x,velocity,2,11,None,1.0486441821109653
0.75493133,0.06961477,y,velocity,2,11,None,1.0486441821109653
0.7494254,0.07366395,x,velocity,2,12,None,1.0352130148055123
0.75493133,0.10963088,y,velocity,2,12,None,1.0352130148055123
0.7494254,0.106842875,x,velocity,2,13,None,1.1656705937930674
0.75493133,0.050424278,y,velocity,2,13,None,1.1656705937930674
0.7494254,0.091516376,x,velocity,2,14,None,1.5126480639434547
0.75493133,0.018091977,y,velocity,2,14,None,1.5126480639434547
0.7494254,0.09356266,x,velocity,2,15,None,1.4518981524209917
0.75493133,0.037397504,y,velocity,2,15,None,1.4518981524209917
0.7494254,0.033612967,x,velocity,2,16,None,0.9632796281183438
0.75493133,0.058979094,y,velocity,2,16,None,0.9632796281183438
0.7494254,0.047729433,x,velocity,2,17,None,0.9535817885620237
0.75493133,0.053814948,y,velocity,2,17,None,0.9535817885620237
0.7494254,0.040211678,x,velocity,2,18,None,1.0825569905595809
0.75493133,0.05440098,y,velocity,2,18,None,1.0825569905595809
0.7494254,0.036006927,x,velocity,2,19,None,1.0382682189207526
0.75493133,0.08308333,y,velocity,2,19,None,1.0382682189207526
0.7494254,0.103113234,x,velocity,2,20,None,1.180712836908142
0.75493133,0.027433932,y,velocity,2,20,None,1.180712836908142
0.7494254,0.066751,x,velocity,2,21,None,1.1096489857787148
0.75493133,0.07537609,y,velocity,2,21,None,1.1096489857787148
0.7494254,-0.041959763,x,velocity,2,22,None,1.124942998845896
0.75493133,-0.010043144,y,velocity,2,22,None,1.124942998845896
0.7494254,0.044080198,x,velocity,2,23,None,1.0444368856193198
0.75493133,0.052282095,y,velocity,2,23,None,1.0444368856193198
0.7494254,0.052756727,x,velocity,2,24,None,1.5168134320230902
0.75493133,0.017421305,y,velocity,2,24,None,1.5168134320230902
0.7494254,0.028566658,x,velocity,2,25,None,1.389828880173813
0.75493133,0.03888786,y,velocity,2,25,None,1.389828880173813
0.7494254,0.038095117,x,velocity,2,26,None,0.9492128988568546
0.75493133,0.0465163,y,velocity,2,26,None,0.9492128988568546
0.7494254,0.041992903,x,velocity,2,27,None,1.4347413506548465
0.75493133,0.026471019,y,velocity,2,27,None,1.4347413506548465
0.7494254,0.051285923,x,velocity,2,28,None,1.3549369541567982
0.75493133,0.034073174,y,velocity,2,28,None,1.3549369541567982
0.7494254,0.10390961,x,velocity,2,29,None,1.0514203748074964
0.75493133,0.053988338,y,velocity,2,29,None,1.0514203748074964
0.7494254,0.061819017,x,velocity,2,30,None,1.2130732777116076
0.75493133,0.03202015,y,velocity,2,30,None,1.2130732777116076
0.7494254,0.0096156,x,velocity,2,31,None,1.2214662990633802
0.75493133,0.043693483,y,velocity,2,31,None,1.2214662990633802
0.7494254,0.0022932887,x,velocity,2,32,None,1.283027250214754
0.75493133,0.019437134,y,velocity,2,32,None,1.283027250214754
0.7494254,0.026340246,x,velocity,2,33,None,1.1925496737063856
0.75493133,0.05677545,y,velocity,2,33,None,1.1925496737063856
0.7494254,-0.18531811,x,velocity,2,34,None,1.4121717457695424
0.75493133,-0.026174188,y,velocity,2,34,None,1.4121717457695424
0.7494254,0.005317867,x,velocity,2,35,None,1.4545783013134301
0.75493133,0.03695607,y,velocity,2,35,None,1.4545783013134301
0.7494254,0.0069828033,x,velocity,2,36,None,1.284318768738842
0.75493133,0.075021625,y,velocity,2,36,None,1.284318768738842
0.66254234,0.45034885,x,velocity,3,0,None,0.4670654526993275
0.724205,0.42755425,y,velocity,3,0,None,0.4670654526993275
0.66254234,0.6153263,x,velocity,3,1,None,0.5816049875598788
0.724205,0.5517172,y,velocity,3,1,None,0.5816049875598788
0.66254234,0.54538274,x,velocity,3,2,None,0.5392488617149949
0.724205,0.49414712,y,velocity,3,2,None,0.5392488617149949
0.66254234,0.5118591,x,velocity,3,4,None,0.28778349805946946
0.724205,0.54239917,y,velocity,3,4,None,0.28778349805946946
0.66254234,0.61142486,x,velocity,3,5,None,0.18862354975660445
0.724205,0.61071396,y,velocity,3,5,None,0.18862354975660445
0.66254234,0.5720707,x,velocity,3,6,None,0.4724400730584383
0.724205,0.5015806,y,velocity,3,6,None,0.4724400730584383
0.66254234,0.4758758,x,velocity,3,7,None,0.7557965260873497
0.724205,0.3683089,y,velocity,3,7,None,0.7557965260873497
0.66254234,0.30933136,x,velocity,3,8,None,0.4721743396580428
0.724205,0.31053215,y,velocity,3,8,None,0.4721743396580428
0.66254234,0.33722836,x,velocity,3,9,None,0.47299442687886356
0.724205,0.46543264,y,velocity,3,9,None,0.47299442687886356
0.66254234,-0.07679522,x,velocity,3,10,None,1.411913776857436
0.724205,0.014033437,y,velocity,3,10,None,1.411913776857436
0.66254234,0.20800257,x,velocity,3,11,None,0.7660103860416592
0.724205,0.1544655,y,velocity,3,11,None,0.7660103860416592
0.66254234,0.22069335,x,velocity,3,12,None,0.6745420449365674
0.724205,0.20003545,y,velocity,3,12,None,0.6745420449365674
0.66254234,0.27237374,x,velocity,3,13,None,0.5998098821793139
0.724205,0.21123487,y,velocity,3,13,None,0.5998098821793139
0.66254234,0.21201503,x,velocity,3,14,None,0.9149015234940887
0.724205,0.14548546,y,velocity,3,14,None,0.9149015234940887
0.66254234,0.27051467,x,velocity,3,15,None,0.9502823395922124
0.724205,0.112654805,y,velocity,3,15,None,0.9502823395922124
0.66254234,0.20215774,x,velocity,3,16,None,1.0406660655147164
0.724205,0.0053575635,y,velocity,3,16,None,1.0406660655147164
0.66254234,0.114678144,x,velocity,3,17,None,1.1970004580779552
0.724205,0.036126196,y,velocity,3,17,None,1.1970004580779552
0.66254234,0.072329044,x,velocity,3,18,None,0.9218578001208095
0.724205,0.0620355,y,velocity,3,18,None,0.9218578001208095
0.66254234,0.050345063,x,velocity,3,19,None,0.9841108486846506
0.724205,0.047291815,y,velocity,3,19,None,0.9841108486846506
0.66254234,0.10252172,x,velocity,3,20,None,0.8690390527582913
0.724205,0.12658727,y,velocity,3,20,None,0.8690390527582913
0.66254234,0.2465713,x,velocity,3,21,None,0.8873527260350048
0.724205,0.16498184,y,velocity,3,21,None,0.8873527260350048
0.66254234,-0.10760796,x,velocity,3,22,None,1.2315453744870903
0.724205,-0.062960505,y,velocity,3,22,None,1.2315453744870903
0.66254234,0.083336115,x,velocity,3,23,None,0.7621302983161777
0.724205,0.08305901,y,velocity,3,23,None,0.7621302983161777
0.66254234,0.048529983,x,velocity,3,24,None,0.8458589186199188
0.724205,0.046828806,y,velocity,3,24,None,0.8458589186199188
0.66254234,0.056111276,x,velocity,3,25,None,1.2072690130531072
0.724205,0.02796048,y,velocity,3,25,None,1.2072690130531072
0.66254234,0.09991199,x,velocity,3,26,None,0.8517543453576565
0.724205,0.036274612,y,velocity,3,26,None,0.8517543453576565
0.66254234,0.03206259,x,velocity,3,27,None,1.0000467102017105
0.724205,0.025503695,y,velocity,3,27,None,1.0000467102017105
0.66254234,0.020237625,x,velocity,3,28,None,1.2276160760552348
0.724205,0.014685631,y,velocity,3,28,None,1.2276160760552348
0.66254234,0.07348037,x,velocity,3,29,None,1.2029670350635382
0.724205,0.12533224,y,velocity,3,29,None,1.2029670350635382
0.66254234,0.08533102,x,velocity,3,30,None,0.9846429537974627
0.724205,0.13037306,y,velocity,3,30,None,0.9846429537974627
0.66254234,0.08889878,x,velocity,3,31,None,1.0158838101214318
0.724205,0.03213203,y,velocity,3,31,None,1.0158838101214318
0.66254234,0.010789394,x,velocity,3,32,None,1.2387470706120969
0.724205,0.0034646988,y,velocity,3,32,None,1.2387470706120969
0.66254234,0.08031142,x,velocity,3,33,None,0.7508356837387055
0.724205,0.13169348,y,velocity,3,33,None,0.7508356837387055
0.66254234,-1.1863532,x,velocity,3,34,None,1.780426519276935
0.724205,-0.11374831,y,velocity,3,34,None,1.780426519276935
0.66254234,0.107362986,x,velocity,3,35,None,1.4140197741218479
0.724205,0.022520244,y,velocity,3,35,None,1.4140197741218479
0.66254234,0.16389447,x,velocity,3,36,None,0.9700470369374544
0.724205,0.047598064,y,velocity,3,36,None,0.9700470369374544
0.73403263,0.4563797,x,velocity,4,0,None,0.4580713576332033
0.6660117,0.42190677,y,velocity,4,0,None,0.4580713576332033
0.73403263,0.5513747,x,velocity,4,1,None,0.7641645112309753
0.6660117,0.47025537,y,velocity,4,1,None,0.7641645112309753
0.73403263,0.54886544,x,velocity,4,2,None,0.6138548052432343
0.6660117,0.5181832,y,velocity,4,2,None,0.6138548052432343
0.73403263,0.5852916,x,velocity,4,3,None,0.4212666335809886
0.6660117,0.59062624,y,velocity,4,3,None,0.4212666335809886
0.73403263,0.60956323,x,velocity,4,5,None,0.37169982285054326
0.6660117,0.5591238,y,velocity,4,5,None,0.37169982285054326
0.73403263,0.5155096,x,velocity,4,6,None,0.5624160529815972
0.6660117,0.5311253,y,velocity,4,6,None,0.5624160529815972
0.73403263,0.3910681,x,velocity,4,7,None,0.7137926045237437
0.6660117,0.35226226,y,velocity,4,7,None,0.7137926045237437
0.73403263,0.30407947,x,velocity,4,8,None,0.6057941168038875
0.6660117,0.27426314,y,velocity,4,8,None,0.6057941168038875
0.73403263,0.32573223,x,velocity,4,9,None,0.9701255426543266
0.6660117,0.30124575,y,velocity,4,9,None,0.9701255426543266
0.73403263,-0.000102996826,x,velocity,4,10,None,1.592414901413207
0.6660117,-0.0014355183,y,velocity,4,10,None,1.592414901413207
0.73403263,0.022356212,x,velocity,4,11,None,0.9073925915296712
0.6660117,0.05393213,y,velocity,4,11,None,0.9073925915296712
0.73403263,0.13555092,x,velocity,4,12,None,0.7492711690584049
0.6660117,0.16866058,y,velocity,4,12,None,0.7492711690584049
0.73403263,0.19585514,x,velocity,4,13,None,0.7703385687985934
0.6660117,0.12887001,y,velocity,4,13,None,0.7703385687985934
0.73403263,0.100199044,x,velocity,4,14,None,1.10004565384873
0.6660117,0.121527076,y,velocity,4,14,None,1.10004565384873
0.73403263,0.04740709,x,velocity,4,15,None,1.0422530680528999
0.6660117,0.014341235,y,velocity,4,15,None,1.0422530680528999
0.73403263,0.16835213,x,velocity,4,16,None,0.7330541898062468
0.6660117,0.13288915,y,velocity,4,16,None,0.7330541898062468
0.73403263,0.14537317,x,velocity,4,17,None,0.7441627024769955
0.6660117,0.1614219,y,velocity,4,17,None,0.7441627024769955
0.73403263,0.053016365,x,velocity,4,18,None,0.7623804704339208
0.6660117,0.08159965,y,velocity,4,18,None,0.7623804704339208
0.73403263,0.014271557,x,velocity,4,19,None,0.9823277864490778
0.6660117,0.0721395,y,velocity,4,19,None,0.9823277864490778
0.73403263,0.045527935,x,velocity,4,20,None,1.0088362461713842
0.6660117,0.10636228,y,velocity,4,20,None,1.0088362461713842
0.73403263,0.13202083,x,velocity,4,21,None,0.7296874673095193
0.6660117,0.16351068,y,velocity,4,21,None,0.7296874673095193
0.73403263,0.010853767,x,velocity,4,22,None,1.5111573917777008
0.6660117,0.0033821464,y,velocity,4,22,None,1.5111573917777008
0.73403263,0.08986378,x,velocity,4,23,None,0.7510227944280736
0.6660117,0.1409635,y,velocity,4,23,None,0.7510227944280736
0.73403263,0.10394406,x,velocity,4,24,None,0.8825097620390825
0.6660117,0.13213956,y,velocity,4,24,None,0.8825097620390825
0.73403263,0.08006412,x,velocity,4,25,None,1.0755086765411497
0.6660117,0.040606856,y,velocity,4,25,None,1.0755086765411497
0.73403263,0.03367579,x,velocity,4,26,None,0.7531511314540882
0.6660117,0.03950411,y,velocity,4,26,None,0.7531511314540882
0.73403263,0.20224756,x,velocity,4,27,None,0.9231725890311375
0.6660117,0.075577796,y,velocity,4,27,None,0.9231725890311375
0.73403263,0.05321461,x,velocity,4,28,None,1.2002575535547262
0.6660117,0.050360322,y,velocity,4,28,None,1.2002575535547262
0.73403263,0.06703466,x,velocity,4,29,None,0.7906991491916232
0.6660117,0.074338794,y,velocity,4,29,None,0.7906991491916232
0.73403263,0.010149896,x,velocity,4,30,None,1.196797312562716
0.6660117,0.07442379,y,velocity,4,30,None,1.196797312562716
0.73403263,0.037712634,x,velocity,4,31,None,0.656868293104582
0.6660117,0.077656925,y,velocity,4,31,None,0.656868293104582
0.73403263,0.006355703,x,velocity,4,32,None,1.1367235677038177
0.6660117,0.004663646,y,velocity,4,32,None,1.1367235677038177
0.73403263,0.048125684,x,velocity,4,33,None,0.7977364505259501
0.6660117,0.12590313,y,velocity,4,33,None,0.7977364505259501
0.73403263,-0.01374352,x,velocity,4,34,None,1.6198403390314673
0.6660117,0.002571106,y,velocity,4,34,None,1.6198403390314673
0.73403263,0.013226509,x,velocity,4,35,None,1.2818871582541136
0.6660117,0.05373311,y,velocity,4,35,None,1.2818871582541136
0.73403263,0.08755702,x,velocity,4,36,None,1.302216032193165
0.6660117,0.14716339,y,velocity,4,36,None,1.302216032193165
0.71044886,0.4354505,x,velocity,5,0,None,0.36643413375876843
0.7580724,0.547277,y,velocity,5,0,None,0.36643413375876843
0.71044886,0.6180247,x,velocity,5,1,None,0.3921861542001993
0.7580724,0.613788,y,velocity,5,1,None,0.3921861542001993
0.71044886,0.5927963,x,velocity,5,2,None,0.34874427189042867
0.7580724,0.58770293,y,velocity,5,2,None,0.34874427189042867
0.71044886,0.59316146,x,velocity,5,3,None,0.35768160230279566
0.7580724,0.6933135,y,velocity,5,3,None,0.35768160230279566
0.71044886,0.53815764,x,velocity,5,4,None,0.3840722585297212
0.7580724,0.6148058,y,velocity,5,4,None,0.3840722585297212
0.71044886,0.58746123,x,velocity,5,6,None,0.4771027282958835
0.7580724,0.5629923,y,velocity,5,6,None,0.4771027282958835
0.71044886,0.6176211,x,velocity,5,7,None,0.7014837859675722
0.7580724,0.47225106,y,velocity,5,7,None,0.7014837859675722
0.71044886,0.4492767,x,velocity,5,8,None,0.7239773806271582
0.7580724,0.39966315,y,velocity,5,8,None,0.7239773806271582
0.71044886,0.54757845,x,velocity,5,9,None,0.7375853281207905
0.7580724,0.5086238,y,velocity,5,9,None,0.7375853281207905
0.71044886,-0.035804033,x,velocity,5,10,None,1.6337929389944879
0.7580724,-0.054875612,y,velocity,5,10,None,1.6337929389944879
0.71044886,0.37617683,x,velocity,5,11,None,0.5606967909981803
0.7580724,0.29168242,y,velocity,5,11,None,0.5606967909981803
0.71044886,0.40763056,x,velocity,5,12,None,0.5478674320020362
0.7580724,0.35696924,y,velocity,5,12,None,0.5478674320020362
0.71044886,0.48279506,x,velocity,5,13,None,0.465993145811826
0.7580724,0.29870486,y,velocity,5,13,None,0.465993145811826
0.71044886,0.42051727,x,velocity,5,14,None,0.6881562344460845
0.7580724,0.4152344,y,velocity,5,14,None,0.6881562344460845
0.71044886,0.37999004,x,velocity,5,15,None,0.6966831266491085
0.7580724,0.40258998,y,velocity,5,15,None,0.6966831266491085
0.71044886,0.40525526,x,velocity,5,16,None,0.9605552229640318
0.7580724,0.2193988,y,velocity,5,16,None,0.9605552229640318
0.71044886,0.2967155,x,velocity,5,17,None,0.9488149015467762
0.7580724,0.2883368,y,velocity,5,17,None,0.9488149015467762
0.71044886,0.20303619,x,velocity,5,18,None,0.9599632369375906
0.7580724,0.15706694,y,velocity,5,18,None,0.9599632369375906
0.71044886,0.117595315,x,velocity,5,19,None,1.3288530071939246
0.7580724,0.13695556,y,velocity,5,19,None,1.3288530071939246
0.71044886,0.20538014,x,velocity,5,20,None,0.9197435394105085
0.7580724,0.13818109,y,velocity,5,20,None,0.9197435394105085
0.71044886,0.3985473,x,velocity,5,21,None,0.9813807362662732
0.7580724,0.21637744,y,velocity,5,21,None,0.9813807362662732
0.71044886,-0.10486591,x,velocity,5,22,None,1.3324014850242747
0.7580724,-0.09819889,y,velocity,5,22,None,1.3324014850242747
0.71044886,0.20616919,x,velocity,5,23,None,0.7130944766666786
0.7580724,0.1485936,y,velocity,5,23,None,0.7130944766666786
0.71044886,0.22329855,x,velocity,5,24,None,0.6344763730036229
0.7580724,0.17222506,y,velocity,5,24,None,0.6344763730036229
0.71044886,0.16851413,x,velocity,5,25,None,1.2373879397835523
0.7580724,0.14490533,y,velocity,5,25,None,1.2373879397835523
0.71044886,0.19795054,x,velocity,5,26,None,0.6249978373515741
0.7580724,0.19208586,y,velocity,5,26,None,0.6249978373515741
0.71044886,0.22961658,x,velocity,5,27,None,0.8023235934446923
0.7580724,0.14314866,y,velocity,5,27,None,0.8023235934446923
0.71044886,0.1346367,x,velocity,5,28,None,1.1002930812247507
0.7580724,0.1334188,y,velocity,5,28,None,1.1002930812247507
0.71044886,0.23872787,x,velocity,5,29,None,1.2621015266888804
0.7580724,0.15326804,y,velocity,5,29,None,1.2621015266888804
0.71044886,0.10115743,x,velocity,5,30,None,1.014136178554692
0.7580724,0.11786944,y,velocity,5,30,None,1.014136178554692
0.71044886,0.22452545,x,velocity,5,31,None,0.9850240591206715
