r_square,axis,movement,sourceSessionIndex,targetSessionIndex,normalizedMethod,model,targetLength
0.7559141,y,velocity,12,13,None,Finetune,1875
0.54276276,x,velocity,12,13,None,MixCalibration,1875
0.8062345,y,velocity,12,13,None,MixCalibration,1875
0.46669185,x,velocity,12,13,None,deepDomainComfuse,1875
0.76148844,y,velocity,12,13,None,deepDomainComfuse,1875
0.5326656,x,velocity,12,13,None,domainAdversarial,1875
0.82998806,y,velocity,12,13,None,domainAdversarial,1875
0.59323025,x,velocity,12,13,None,Finetune,2813
0.82672703,y,velocity,12,13,None,Finetune,2813
0.6559843,x,velocity,12,13,None,MixCalibration,2813
0.8173367,y,velocity,12,13,None,MixCalibration,2813
0.5902195,x,velocity,12,13,None,deepDomainComfuse,2813
0.83219004,y,velocity,12,13,None,deepDomainComfuse,2813
0.64691246,x,velocity,12,13,None,domainAdversarial,2813
0.86457765,y,velocity,12,13,None,domainAdversarial,2813
0.6654726,x,velocity,12,13,None,Finetune,3750
0.8317579,y,velocity,12,13,None,Finetune,3750
0.67379475,x,velocity,12,13,None,MixCalibration,3750
0.84625864,y,velocity,12,13,None,MixCalibration,3750
0.7009691,x,velocity,12,13,None,deepDomainComfuse,3750
0.8594285,y,velocity,12,13,None,deepDomainComfuse,3750
0.6872283,x,velocity,12,13,None,domainAdversarial,3750
0.8685162,y,velocity,12,13,None,domainAdversarial,3750
0.70563674,x,velocity,12,13,None,Finetune,4688
0.8491614,y,velocity,12,13,None,Finetune,4688
0.69884497,x,velocity,12,13,None,MixCalibration,4688
0.8682674,y,velocity,12,13,None,MixCalibration,4688
0.7082702,x,velocity,12,13,None,deepDomainComfuse,4688
0.86526614,y,velocity,12,13,None,deepDomainComfuse,4688
0.70863485,x,velocity,12,13,None,domainAdversarial,4688
0.87659043,y,velocity,12,13,None,domainAdversarial,4688
0.65728974,x,velocity,13,14,None,Finetune,938
0.80275583,y,velocity,13,14,None,Finetune,938
0.7016058,x,velocity,13,14,None,MixCalibration,938
0.79560167,y,velocity,13,14,None,MixCalibration,938
0.649609,x,velocity,13,14,None,deepDomainComfuse,938
0.759601,y,velocity,13,14,None,deepDomainComfuse,938
0.7270551,x,velocity,13,14,None,domainAdversarial,938
0.81433034,y,velocity,13,14,None,domainAdversarial,938
0.7530464,x,velocity,13,14,None,Finetune,1875
0.830084,y,velocity,13,14,None,Finetune,1875
0.7562187,x,velocity,13,14,None,MixCalibration,1875
0.7939845,y,velocity,13,14,None,MixCalibration,1875
0.72369844,x,velocity,13,14,None,deepDomainComfuse,1875
0.7872008,y,velocity,13,14,None,deepDomainComfuse,1875
0.78470474,x,velocity,13,14,None,domainAdversarial,1875
0.8279886,y,velocity,13,14,None,domainAdversarial,1875
0.77808493,x,velocity,13,14,None,Finetune,2813
0.8260936,y,velocity,13,14,None,Finetune,2813
0.7985885,x,velocity,13,14,None,MixCalibration,2813
0.83092874,y,velocity,13,14,None,MixCalibration,2813
0.75496507,x,velocity,13,14,None,deepDomainComfuse,2813
0.8248421,y,velocity,13,14,None,deepDomainComfuse,2813
0.8106215,x,velocity,13,14,None,domainAdversarial,2813
0.854717,y,velocity,13,14,None,domainAdversarial,2813
0.7797148,x,velocity,13,14,None,Finetune,3750
0.85073054,y,velocity,13,14,None,Finetune,3750
0.79114765,x,velocity,13,14,None,MixCalibration,3750
0.82957596,y,velocity,13,14,None,MixCalibration,3750
0.7916273,x,velocity,13,14,None,deepDomainComfuse,3750
0.8405956,y,velocity,13,14,None,deepDomainComfuse,3750
0.7988584,x,velocity,13,14,None,domainAdversarial,3750
0.87261534,y,velocity,13,14,None,domainAdversarial,3750
0.78184825,x,velocity,13,14,None,Finetune,4688
0.84646064,y,velocity,13,14,None,Finetune,4688
0.8081228,x,velocity,13,14,None,MixCalibration,4688
0.8508425,y,velocity,13,14,None,MixCalibration,4688
0.7870966,x,velocity,13,14,None,deepDomainComfuse,4688
0.85136914,y,velocity,13,14,None,deepDomainComfuse,4688
0.8259435,x,velocity,13,14,None,domainAdversarial,4688
0.86983645,y,velocity,13,14,None,domainAdversarial,4688
0.48768377,x,velocity,14,15,None,Finetune,938
0.67302084,y,velocity,14,15,None,Finetune,938
0.69655067,x,velocity,14,15,None,MixCalibration,938
0.77207386,y,velocity,14,15,None,MixCalibration,938
0.6862439,x,velocity,14,15,None,deepDomainComfuse,938
0.77476764,y,velocity,14,15,None,deepDomainComfuse,938
0.71984756,x,velocity,14,15,None,domainAdversarial,938
0.7584548,y,velocity,14,15,None,domainAdversarial,938
0.5944761,x,velocity,14,15,None,Finetune,1875
0.65188456,y,velocity,14,15,None,Finetune,1875
0.7209246,x,velocity,14,15,None,MixCalibration,1875
0.79045403,y,velocity,14,15,None,MixCalibration,1875
0.7127025,x,velocity,14,15,None,deepDomainComfuse,1875
0.7573532,y,velocity,14,15,None,deepDomainComfuse,1875
0.74224734,x,velocity,14,15,None,domainAdversarial,1875
0.77067024,y,velocity,14,15,None,domainAdversarial,1875
0.67914414,x,velocity,14,15,None,Finetune,2813
0.71362495,y,velocity,14,15,None,Finetune,2813
0.728909,x,velocity,14,15,None,MixCalibration,2813
0.77007693,y,velocity,14,15,None,MixCalibration,2813
0.73024225,x,velocity,14,15,None,deepDomainComfuse,2813
0.7994858,y,velocity,14,15,None,deepDomainComfuse,2813
0.7458564,x,velocity,14,15,None,domainAdversarial,2813
0.78790283,y,velocity,14,15,None,domainAdversarial,2813
0.6646671,x,velocity,14,15,None,Finetune,3750
0.7380132,y,velocity,14,15,None,Finetune,3750
0.748052,x,velocity,14,15,None,MixCalibration,3750
0.775005,y,velocity,14,15,None,MixCalibration,3750
0.7138326,x,velocity,14,15,None,deepDomainComfuse,3750
0.78322893,y,velocity,14,15,None,deepDomainComfuse,3750
0.7693412,x,velocity,14,15,None,domainAdversarial,3750
0.78644884,y,velocity,14,15,None,domainAdversarial,3750
0.7189082,x,velocity,14,15,None,Finetune,4688
0.7626898,y,velocity,14,15,None,Finetune,4688
0.7566452,x,velocity,14,15,None,MixCalibration,4688
0.8273801,y,velocity,14,15,None,MixCalibration,4688
0.74354887,x,velocity,14,15,None,deepDomainComfuse,4688
0.8160727,y,velocity,14,15,None,deepDomainComfuse,4688
0.7648688,x,velocity,14,15,None,domainAdversarial,4688
0.80148923,y,velocity,14,15,None,domainAdversarial,4688
0.5906061,x,velocity,15,16,None,Finetune,938
0.668093,y,velocity,15,16,None,Finetune,938
0.49816585,x,velocity,15,16,None,MixCalibration,938
0.5783683,y,velocity,15,16,None,MixCalibration,938
0.5355292,x,velocity,15,16,None,deepDomainComfuse,938
0.64292496,y,velocity,15,16,None,deepDomainComfuse,938
0.6313617,x,velocity,15,16,None,domainAdversarial,938
0.75231177,y,velocity,15,16,None,domainAdversarial,938
0.67755073,x,velocity,15,16,None,Finetune,1875
0.68739915,y,velocity,15,16,None,Finetune,1875
0.53716713,x,velocity,15,16,None,MixCalibration,1875
0.5819026,y,velocity,15,16,None,MixCalibration,1875
0.65592265,x,velocity,15,16,None,deepDomainComfuse,1875
0.7090323,y,velocity,15,16,None,deepDomainComfuse,1875
0.6968156,x,velocity,15,16,None,domainAdversarial,1875
0.72656244,y,velocity,15,16,None,domainAdversarial,1875
0.69637364,x,velocity,15,16,None,Finetune,2813
0.7264682,y,velocity,15,16,None,Finetune,2813
0.42651498,x,velocity,15,16,None,MixCalibration,2813
0.50325346,y,velocity,15,16,None,MixCalibration,2813
0.71458393,x,velocity,15,16,None,deepDomainComfuse,2813
0.7277731,y,velocity,15,16,None,deepDomainComfuse,2813
0.7484448,x,velocity,15,16,None,domainAdversarial,2813
0.7513601,y,velocity,15,16,None,domainAdversarial,2813
0.7323943,x,velocity,15,16,None,Finetune,3750
0.7538187,y,velocity,15,16,None,Finetune,3750
0.5253224,x,velocity,15,16,None,MixCalibration,3750
0.56338346,y,velocity,15,16,None,MixCalibration,3750
0.7217511,x,velocity,15,16,None,deepDomainComfuse,3750
0.7693558,y,velocity,15,16,None,deepDomainComfuse,3750
0.74430573,x,velocity,15,16,None,domainAdversarial,3750
0.7423315,y,velocity,15,16,None,domainAdversarial,3750
0.7343899,x,velocity,15,16,None,Finetune,4688
0.7522655,y,velocity,15,16,None,Finetune,4688
0.49463844,x,velocity,15,16,None,MixCalibration,4688
0.5609963,y,velocity,15,16,None,MixCalibration,4688
0.74237466,x,velocity,15,16,None,deepDomainComfuse,4688
0.7761754,y,velocity,15,16,None,deepDomainComfuse,4688
0.76685,x,velocity,15,16,None,domainAdversarial,4688
0.790176,y,velocity,15,16,None,domainAdversarial,4688
0.67533714,x,velocity,16,17,None,Finetune,938
0.73822945,y,velocity,16,17,None,Finetune,938
0.6514182,x,velocity,16,17,None,MixCalibration,938
0.8031503,y,velocity,16,17,None,MixCalibration,938
0.6705811,x,velocity,16,17,None,deepDomainComfuse,938
0.7908337,y,velocity,16,17,None,deepDomainComfuse,938
0.6837142,x,velocity,16,17,None,domainAdversarial,938
0.82085025,y,velocity,16,17,None,domainAdversarial,938
0.64829004,x,velocity,16,17,None,Finetune,1875
0.8001373,y,velocity,16,17,None,Finetune,1875
0.65304494,x,velocity,16,17,None,MixCalibration,1875
0.81665885,y,velocity,16,17,None,MixCalibration,1875
0.6650815,x,velocity,16,17,None,deepDomainComfuse,1875
0.8139689,y,velocity,16,17,None,deepDomainComfuse,1875
0.71666795,x,velocity,16,17,None,domainAdversarial,1875
0.8203949,y,velocity,16,17,None,domainAdversarial,1875
0.68201935,x,velocity,16,17,None,Finetune,2813
0.80915993,y,velocity,16,17,None,Finetune,2813
0.6725937,x,velocity,16,17,None,MixCalibration,2813
0.81054,y,velocity,16,17,None,MixCalibration,2813
0.7043463,x,velocity,16,17,None,deepDomainComfuse,2813
0.8321303,y,velocity,16,17,None,deepDomainComfuse,2813
0.7073417,x,velocity,16,17,None,domainAdversarial,2813
0.8395486,y,velocity,16,17,None,domainAdversarial,2813
0.6823102,x,velocity,16,17,None,Finetune,3750
0.7945434,y,velocity,16,17,None,Finetune,3750
0.6412992,x,velocity,16,17,None,MixCalibration,3750
0.79570454,y,velocity,16,17,None,MixCalibration,3750
0.70963776,x,velocity,16,17,None,deepDomainComfuse,3750
0.83050203,y,velocity,16,17,None,deepDomainComfuse,3750
0.6989889,x,velocity,16,17,None,domainAdversarial,3750
0.8198644,y,velocity,16,17,None,domainAdversarial,3750
0.69133496,x,velocity,16,17,None,Finetune,4688
0.82248396,y,velocity,16,17,None,Finetune,4688
0.6715913,x,velocity,16,17,None,MixCalibration,4688
0.7894097,y,velocity,16,17,None,MixCalibration,4688
0.7366285,x,velocity,16,17,None,deepDomainComfuse,4688
0.83798885,y,velocity,16,17,None,deepDomainComfuse,4688
0.7404338,x,velocity,16,17,None,domainAdversarial,4688
0.8598526,y,velocity,16,17,None,domainAdversarial,4688
0.4906355,x,velocity,17,18,None,Finetune,938
0.6238495,y,velocity,17,18,None,Finetune,938
0.46398735,x,velocity,17,18,None,MixCalibration,938
0.60666454,y,velocity,17,18,None,MixCalibration,938
0.4705937,x,velocity,17,18,None,deepDomainComfuse,938
0.56411767,y,velocity,17,18,None,deepDomainComfuse,938
0.53238297,x,velocity,17,18,None,domainAdversarial,938
0.6763952,y,velocity,17,18,None,domainAdversarial,938
0.5895891,x,velocity,17,18,None,Finetune,1875
0.71669245,y,velocity,17,18,None,Finetune,1875
0.4737891,x,velocity,17,18,None,MixCalibration,1875
0.56378317,y,velocity,17,18,None,MixCalibration,1875
0.5314475,x,velocity,17,18,None,deepDomainComfuse,1875
0.74697673,y,velocity,17,18,None,deepDomainComfuse,1875
0.6126173,x,velocity,17,18,None,domainAdversarial,1875
0.78394544,y,velocity,17,18,None,domainAdversarial,1875
0.5898528,x,velocity,17,18,None,Finetune,2813
0.76776236,y,velocity,17,18,None,Finetune,2813
0.43502152,x,velocity,17,18,None,MixCalibration,2813
0.5406374,y,velocity,17,18,None,MixCalibration,2813
0.608442,x,velocity,17,18,None,deepDomainComfuse,2813
0.78781664,y,velocity,17,18,None,deepDomainComfuse,2813
0.6378217,x,velocity,17,18,None,domainAdversarial,2813
0.81230426,y,velocity,17,18,None,domainAdversarial,2813
0.56319225,x,velocity,17,18,None,Finetune,3750
0.77470696,y,velocity,17,18,None,Finetune,3750
0.4227906,x,velocity,17,18,None,MixCalibration,3750
0.57025194,y,velocity,17,18,None,MixCalibration,3750
0.57817614,x,velocity,17,18,None,deepDomainComfuse,3750
0.7655858,y,velocity,17,18,None,deepDomainComfuse,3750
0.64806134,x,velocity,17,18,None,domainAdversarial,3750
0.84110045,y,velocity,17,18,None,domainAdversarial,3750
0.6466181,x,velocity,17,18,None,Finetune,4688
0.8133985,y,velocity,17,18,None,Finetune,4688
0.39277446,x,velocity,17,18,None,MixCalibration,4688
0.49084795,y,velocity,17,18,None,MixCalibration,4688
0.6016153,x,velocity,17,18,None,deepDomainComfuse,4688
0.8080646,y,velocity,17,18,None,deepDomainComfuse,4688
0.7092149,x,velocity,17,18,None,domainAdversarial,4688
0.8498617,y,velocity,17,18,None,domainAdversarial,4688
0.57590926,x,velocity,18,19,None,Finetune,938
0.6354668,y,velocity,18,19,None,Finetune,938
0.34178883,x,velocity,18,19,None,MixCalibration,938
0.6052562,y,velocity,18,19,None,MixCalibration,938
0.5283351,x,velocity,18,19,None,deepDomainComfuse,938
0.615768,y,velocity,18,19,None,deepDomainComfuse,938
0.6030934,x,velocity,18,19,None,domainAdversarial,938
0.6765629,y,velocity,18,19,None,domainAdversarial,938
0.5803559,x,velocity,18,19,None,Finetune,1875
0.7086282,y,velocity,18,19,None,Finetune,1875
0.3000062,x,velocity,18,19,None,MixCalibration,1875
0.5240137,y,velocity,18,19,None,MixCalibration,1875
0.5676896,x,velocity,18,19,None,deepDomainComfuse,1875
0.7142055,y,velocity,18,19,None,deepDomainComfuse,1875
0.62824166,x,velocity,18,19,None,domainAdversarial,1875
0.7653682,y,velocity,18,19,None,domainAdversarial,1875
0.6150496,x,velocity,18,19,None,Finetune,2813
0.7561481,y,velocity,18,19,None,Finetune,2813
0.3054282,x,velocity,18,19,None,MixCalibration,2813
0.6239735,y,velocity,18,19,None,MixCalibration,2813
0.6370168,x,velocity,18,19,None,deepDomainComfuse,2813
0.775605,y,velocity,18,19,None,deepDomainComfuse,2813
0.661767,x,velocity,18,19,None,domainAdversarial,2813
0.79428774,y,velocity,18,19,None,domainAdversarial,2813
0.63767684,x,velocity,18,19,None,Finetune,3750
0.78886354,y,velocity,18,19,None,Finetune,3750
0.31222308,x,velocity,18,19,None,MixCalibration,3750
0.51590997,y,velocity,18,19,None,MixCalibration,3750
0.66995835,x,velocity,18,19,None,deepDomainComfuse,3750
0.8004854,y,velocity,18,19,None,deepDomainComfuse,3750
0.67907584,x,velocity,18,19,None,domainAdversarial,3750
0.81765527,y,velocity,18,19,None,domainAdversarial,3750
0.66521394,x,velocity,18,19,None,Finetune,4688
0.79569817,y,velocity,18,19,None,Finetune,4688
0.30473053,x,velocity,18,19,None,MixCalibration,4688
0.5563929,y,velocity,18,19,None,MixCalibration,4688
0.70324844,x,velocity,18,19,None,deepDomainComfuse,4688
0.8045622,y,velocity,18,19,None,deepDomainComfuse,4688
0.68098676,x,velocity,18,19,None,domainAdversarial,4688
0.8329619,y,velocity,18,19,None,domainAdversarial,4688
0.5663128,x,velocity,19,20,None,Finetune,938
0.6639931,y,velocity,19,20,None,Finetune,938
0.54824305,x,velocity,19,20,None,MixCalibration,938
0.6792914,y,velocity,19,20,None,MixCalibration,938
0.5414288,x,velocity,19,20,None,deepDomainComfuse,938
0.6600889,y,velocity,19,20,None,deepDomainComfuse,938
0.6175822,x,velocity,19,20,None,domainAdversarial,938
0.7253946,y,velocity,19,20,None,domainAdversarial,938
0.67112744,x,velocity,19,20,None,Finetune,1875
0.7301564,y,velocity,19,20,None,Finetune,1875
0.527865,x,velocity,19,20,None,MixCalibration,1875
0.68870604,y,velocity,19,20,None,MixCalibration,1875
0.652151,x,velocity,19,20,None,deepDomainComfuse,1875
0.7343676,y,velocity,19,20,None,deepDomainComfuse,1875
0.7020277,x,velocity,19,20,None,domainAdversarial,1875
0.7625029,y,velocity,19,20,None,domainAdversarial,1875
0.69226223,x,velocity,19,20,None,Finetune,2813
0.77947783,y,velocity,19,20,None,Finetune,2813
0.5298375,x,velocity,19,20,None,MixCalibration,2813
0.6948596,y,velocity,19,20,None,MixCalibration,2813
0.69770324,x,velocity,19,20,None,deepDomainComfuse,2813
0.7891246,y,velocity,19,20,None,deepDomainComfuse,2813
0.7023405,x,velocity,19,20,None,domainAdversarial,2813
0.81912804,y,velocity,19,20,None,domainAdversarial,2813
0.6896515,x,velocity,19,20,None,Finetune,3750
0.7819961,y,velocity,19,20,None,Finetune,3750
0.5716597,x,velocity,19,20,None,MixCalibration,3750
0.68333113,y,velocity,19,20,None,MixCalibration,3750
0.6976541,x,velocity,19,20,None,deepDomainComfuse,3750
0.7970854,y,velocity,19,20,None,deepDomainComfuse,3750
0.74057066,x,velocity,19,20,None,domainAdversarial,3750
0.8196715,y,velocity,19,20,None,domainAdversarial,3750
0.7334636,x,velocity,19,20,None,Finetune,4688
0.7953059,y,velocity,19,20,None,Finetune,4688
0.48002362,x,velocity,19,20,None,MixCalibration,4688
0.7179179,y,velocity,19,20,None,MixCalibration,4688
0.7350415,x,velocity,19,20,None,deepDomainComfuse,4688
0.82054085,y,velocity,19,20,None,deepDomainComfuse,4688
0.753876,x,velocity,19,20,None,domainAdversarial,4688
0.8400598,y,velocity,19,20,None,domainAdversarial,4688
0.27147287,x,velocity,20,21,None,Finetune,938
0.6270921,y,velocity,20,21,None,Finetune,938
0.5252888,x,velocity,20,21,None,MixCalibration,938
0.547495,y,velocity,20,21,None,MixCalibration,938
0.3776269,x,velocity,20,21,None,deepDomainComfuse,938
0.650114,y,velocity,20,21,None,deepDomainComfuse,938
0.4136482,x,velocity,20,21,None,domainAdversarial,938
0.6775384,y,velocity,20,21,None,domainAdversarial,938
0.58974254,x,velocity,20,21,None,Finetune,1875
0.7534412,y,velocity,20,21,None,Finetune,1875
0.5786221,x,velocity,20,21,None,MixCalibration,1875
0.60083294,y,velocity,20,21,None,MixCalibration,1875
0.6485883,x,velocity,20,21,None,deepDomainComfuse,1875
0.754683,y,velocity,20,21,None,deepDomainComfuse,1875
0.65380013,x,velocity,20,21,None,domainAdversarial,1875
0.78925633,y,velocity,20,21,None,domainAdversarial,1875
0.6783688,x,velocity,20,21,None,Finetune,2813
0.7702509,y,velocity,20,21,None,Finetune,2813
0.5930227,x,velocity,20,21,None,MixCalibration,2813
0.5921477,y,velocity,20,21,None,MixCalibration,2813
0.68186665,x,velocity,20,21,None,deepDomainComfuse,2813
0.76897615,y,velocity,20,21,None,deepDomainComfuse,2813
0.7155338,x,velocity,20,21,None,domainAdversarial,2813
0.8164358,y,velocity,20,21,None,domainAdversarial,2813
0.7052312,x,velocity,20,21,None,Finetune,3750
0.7664959,y,velocity,20,21,None,Finetune,3750
0.5104271,x,velocity,20,21,None,MixCalibration,3750
0.5703865,y,velocity,20,21,None,MixCalibration,3750
0.74334854,x,velocity,20,21,None,deepDomainComfuse,3750
0.76967686,y,velocity,20,21,None,deepDomainComfuse,3750
0.75787723,x,velocity,20,21,None,domainAdversarial,3750
0.80403465,y,velocity,20,21,None,domainAdversarial,3750
0.71612775,x,velocity,20,21,None,Finetune,4688
0.76868606,y,velocity,20,21,None,Finetune,4688
0.53188634,x,velocity,20,21,None,MixCalibration,4688
0.49231339,y,velocity,20,21,None,MixCalibration,4688
0.73468894,x,velocity,20,21,None,deepDomainComfuse,4688
0.7756767,y,velocity,20,21,None,deepDomainComfuse,4688
0.7816994,x,velocity,20,21,None,domainAdversarial,4688
0.80753154,y,velocity,20,21,None,domainAdversarial,4688
0.5795727,x,velocity,21,22,None,Finetune,938
0.7084512,y,velocity,21,22,None,Finetune,938
0.011457622,x,velocity,21,22,None,MixCalibration,938
-0.12847805,y,velocity,21,22,None,MixCalibration,938
0.51645184,x,velocity,21,22,None,deepDomainComfuse,938
0.6711482,y,velocity,21,22,None,deepDomainComfuse,938
0.54704964,x,velocity,21,22,None,domainAdversarial,938
0.6799445,y,velocity,21,22,None,domainAdversarial,938
0.6433418,x,velocity,21,22,None,Finetune,1875
0.75806653,y,velocity,21,22,None,Finetune,1875
0.034030497,x,velocity,21,22,None,MixCalibration,1875
-0.039383292,y,velocity,21,22,None,MixCalibration,1875
0.6062679,x,velocity,21,22,None,deepDomainComfuse,1875
0.74844515,y,velocity,21,22,None,deepDomainComfuse,1875
0.6531763,x,velocity,21,22,None,domainAdversarial,1875
0.7769333,y,velocity,21,22,None,domainAdversarial,1875
0.65710056,x,velocity,21,22,None,Finetune,2813
0.7746853,y,velocity,21,22,None,Finetune,2813
-0.0034526587,x,velocity,21,22,None,MixCalibration,2813
-0.057293534,y,velocity,21,22,None,MixCalibration,2813
0.6239865,x,velocity,21,22,None,deepDomainComfuse,2813
0.7587689,y,velocity,21,22,None,deepDomainComfuse,2813
0.6629249,x,velocity,21,22,None,domainAdversarial,2813
0.8032239,y,velocity,21,22,None,domainAdversarial,2813
0.6634922,x,velocity,21,22,None,Finetune,3750
0.77154195,y,velocity,21,22,None,Finetune,3750
-0.015907288,x,velocity,21,22,None,MixCalibration,3750
-0.10701704,y,velocity,21,22,None,MixCalibration,3750
0.67038935,x,velocity,21,22,None,deepDomainComfuse,3750
0.7800764,y,velocity,21,22,None,deepDomainComfuse,3750
0.7003578,x,velocity,21,22,None,domainAdversarial,3750
0.79585826,y,velocity,21,22,None,domainAdversarial,3750
0.68114066,x,velocity,21,22,None,Finetune,4688
0.7925036,y,velocity,21,22,None,Finetune,4688
-0.010519862,x,velocity,21,22,None,MixCalibration,4688
-0.09306693,y,velocity,21,22,None,MixCalibration,4688
0.68457246,x,velocity,21,22,None,deepDomainComfuse,4688
0.7945183,y,velocity,21,22,None,deepDomainComfuse,4688
0.7074834,x,velocity,21,22,None,domainAdversarial,4688
0.81399083,y,velocity,21,22,None,domainAdversarial,4688
0.4353807,x,velocity,22,23,None,Finetune,938
0.7109112,y,velocity,22,23,None,Finetune,938
-0.37353182,x,velocity,22,23,None,MixCalibration,938
-0.18605423,y,velocity,22,23,None,MixCalibration,938
0.40233958,x,velocity,22,23,None,deepDomainComfuse,938
0.66565084,y,velocity,22,23,None,deepDomainComfuse,938
0.28941053,x,velocity,22,23,None,domainAdversarial,938
0.5486127,y,velocity,22,23,None,domainAdversarial,938
0.5430084,x,velocity,22,23,None,Finetune,1875
0.73968315,y,velocity,22,23,None,Finetune,1875
-0.45308888,x,velocity,22,23,None,MixCalibration,1875
-0.60319245,y,velocity,22,23,None,MixCalibration,1875
0.51051086,x,velocity,22,23,None,deepDomainComfuse,1875
0.70915467,y,velocity,22,23,None,deepDomainComfuse,1875
0.5944041,x,velocity,22,23,None,domainAdversarial,1875
0.74111027,y,velocity,22,23,None,domainAdversarial,1875
0.61322004,x,velocity,22,23,None,Finetune,2813
0.7324351,y,velocity,22,23,None,Finetune,2813
-0.23157454,x,velocity,22,23,None,MixCalibration,2813
-0.054977298,y,velocity,22,23,None,MixCalibration,2813
0.6195327,x,velocity,22,23,None,deepDomainComfuse,2813
0.7607255,y,velocity,22,23,None,deepDomainComfuse,2813
0.6686675,x,velocity,22,23,None,domainAdversarial,2813
0.78719395,y,velocity,22,23,None,domainAdversarial,2813
0.65954137,x,velocity,22,23,None,Finetune,3750
0.76945645,y,velocity,22,23,None,Finetune,3750
-0.56764686,x,velocity,22,23,None,MixCalibration,3750
-0.49543238,y,velocity,22,23,None,MixCalibration,3750
0.6680012,x,velocity,22,23,None,deepDomainComfuse,3750
0.7704674,y,velocity,22,23,None,deepDomainComfuse,3750
0.70068574,x,velocity,22,23,None,domainAdversarial,3750
0.783489,y,velocity,22,23,None,domainAdversarial,3750
0.7056496,x,velocity,22,23,None,Finetune,4688
0.79393494,y,velocity,22,23,None,Finetune,4688
-0.38832784,x,velocity,22,23,None,MixCalibration,4688
-0.44893134,y,velocity,22,23,None,MixCalibration,4688
0.6982907,x,velocity,22,23,None,deepDomainComfuse,4688
0.79606295,y,velocity,22,23,None,deepDomainComfuse,4688
0.74835193,x,velocity,22,23,None,domainAdversarial,4688
0.8206791,y,velocity,22,23,None,domainAdversarial,4688
0.6367172,x,velocity,23,24,None,Finetune,938
0.73447555,y,velocity,23,24,None,Finetune,938
0.4752736,x,velocity,23,24,None,MixCalibration,938
0.58306515,y,velocity,23,24,None,MixCalibration,938
0.5909281,x,velocity,23,24,None,deepDomainComfuse,938
0.7054442,y,velocity,23,24,None,deepDomainComfuse,938
0.6516455,x,velocity,23,24,None,domainAdversarial,938
0.76207596,y,velocity,23,24,None,domainAdversarial,938
0.694133,x,velocity,23,24,None,Finetune,1875
0.76192087,y,velocity,23,24,None,Finetune,1875
0.47289592,x,velocity,23,24,None,MixCalibration,1875
0.5200455,y,velocity,23,24,None,MixCalibration,1875
0.66482484,x,velocity,23,24,None,deepDomainComfuse,1875
0.73693883,y,velocity,23,24,None,deepDomainComfuse,1875
0.67919517,x,velocity,23,24,None,domainAdversarial,1875
0.767659,y,velocity,23,24,None,domainAdversarial,1875
0.7088203,x,velocity,23,24,None,Finetune,2813
0.7961665,y,velocity,23,24,None,Finetune,2813
0.5011759,x,velocity,23,24,None,MixCalibration,2813
0.5245513,y,velocity,23,24,None,MixCalibration,2813
0.69119024,x,velocity,23,24,None,deepDomainComfuse,2813
0.7688935,y,velocity,23,24,None,deepDomainComfuse,2813
0.70716584,x,velocity,23,24,None,domainAdversarial,2813
0.82830274,y,velocity,23,24,None,domainAdversarial,2813
0.73917186,x,velocity,23,24,None,Finetune,3750
0.8317263,y,velocity,23,24,None,Finetune,3750
0.4661247,x,velocity,23,24,None,MixCalibration,3750
0.42145085,y,velocity,23,24,None,MixCalibration,3750
0.72875714,x,velocity,23,24,None,deepDomainComfuse,3750
0.82276624,y,velocity,23,24,None,deepDomainComfuse,3750
0.74178743,x,velocity,23,24,None,domainAdversarial,3750
0.8333818,y,velocity,23,24,None,domainAdversarial,3750
0.7638818,x,velocity,23,24,None,Finetune,4688
0.8286604,y,velocity,23,24,None,Finetune,4688
0.47356725,x,velocity,23,24,None,MixCalibration,4688
0.51373446,y,velocity,23,24,None,MixCalibration,4688
0.75348544,x,velocity,23,24,None,deepDomainComfuse,4688
0.8443639,y,velocity,23,24,None,deepDomainComfuse,4688
0.7847755,x,velocity,23,24,None,domainAdversarial,4688
0.86366916,y,velocity,23,24,None,domainAdversarial,4688
0.63183284,x,velocity,24,25,None,Finetune,938
0.7101698,y,velocity,24,25,None,Finetune,938
0.36635733,x,velocity,24,25,None,MixCalibration,938
0.33522195,y,velocity,24,25,None,MixCalibration,938
0.52374953,x,velocity,24,25,None,deepDomainComfuse,938
0.63208985,y,velocity,24,25,None,deepDomainComfuse,938
0.5220421,x,velocity,24,25,None,domainAdversarial,938
0.6963027,y,velocity,24,25,None,domainAdversarial,938
0.6477394,x,velocity,24,25,None,Finetune,1875
0.78254277,y,velocity,24,25,None,Finetune,1875
0.45208776,x,velocity,24,25,None,MixCalibration,1875
0.5512168,y,velocity,24,25,None,MixCalibration,1875
0.6090175,x,velocity,24,25,None,deepDomainComfuse,1875
0.7416196,y,velocity,24,25,None,deepDomainComfuse,1875
0.6554679,x,velocity,24,25,None,domainAdversarial,1875
0.7624699,y,velocity,24,25,None,domainAdversarial,1875
0.6264678,x,velocity,24,25,None,Finetune,2813
0.76231503,y,velocity,24,25,None,Finetune,2813
0.43504345,x,velocity,24,25,None,MixCalibration,2813
0.47723836,y,velocity,24,25,None,MixCalibration,2813
0.6217777,x,velocity,24,25,None,deepDomainComfuse,2813
0.7553868,y,velocity,24,25,None,deepDomainComfuse,2813
