r_square,axis,movement,sourceSessionIndex,targetSessionIndex,normalizedMethod,model,targetLength
0.68309164,y,velocity,5,6,None,MixCalibration,4688
0.718036,x,velocity,5,6,None,deepDomainComfuse,4688
0.7185937,y,velocity,5,6,None,deepDomainComfuse,4688
0.74716777,x,velocity,5,6,None,domainAdversarial,4688
0.6999251,y,velocity,5,6,None,domainAdversarial,4688
0.0016525388,x,velocity,6,7,None,Finetune,938
-2.503395e-06,y,velocity,6,7,None,Finetune,938
0.08075899,x,velocity,6,7,None,MixCalibration,938
0.133237,y,velocity,6,7,None,MixCalibration,938
0.0708155,x,velocity,6,7,None,deepDomainComfuse,938
0.09277964,y,velocity,6,7,None,deepDomainComfuse,938
0.10930437,x,velocity,6,7,None,domainAdversarial,938
0.08412188,y,velocity,6,7,None,domainAdversarial,938
0.1307311,x,velocity,6,7,None,Finetune,1875
0.26993084,y,velocity,6,7,None,Finetune,1875
0.27392858,x,velocity,6,7,None,MixCalibration,1875
0.4129296,y,velocity,6,7,None,MixCalibration,1875
0.28602934,x,velocity,6,7,None,deepDomainComfuse,1875
0.4119268,y,velocity,6,7,None,deepDomainComfuse,1875
0.3150161,x,velocity,6,7,None,domainAdversarial,1875
0.30451888,y,velocity,6,7,None,domainAdversarial,1875
0.3835641,x,velocity,6,7,None,Finetune,2813
0.43071055,y,velocity,6,7,None,Finetune,2813
0.4313646,x,velocity,6,7,None,MixCalibration,2813
0.48871458,y,velocity,6,7,None,MixCalibration,2813
0.4761052,x,velocity,6,7,None,deepDomainComfuse,2813
0.4556684,y,velocity,6,7,None,deepDomainComfuse,2813
0.5550773,x,velocity,6,7,None,domainAdversarial,2813
0.53703356,y,velocity,6,7,None,domainAdversarial,2813
0.4714048,x,velocity,6,7,None,Finetune,3750
0.45282483,y,velocity,6,7,None,Finetune,3750
0.574294,x,velocity,6,7,None,MixCalibration,3750
0.56990945,y,velocity,6,7,None,MixCalibration,3750
0.576552,x,velocity,6,7,None,deepDomainComfuse,3750
0.49369723,y,velocity,6,7,None,deepDomainComfuse,3750
0.6017071,x,velocity,6,7,None,domainAdversarial,3750
0.5719179,y,velocity,6,7,None,domainAdversarial,3750
0.647486,x,velocity,6,7,None,Finetune,4688
0.5906193,y,velocity,6,7,None,Finetune,4688
0.6216553,x,velocity,6,7,None,MixCalibration,4688
0.57258666,y,velocity,6,7,None,MixCalibration,4688
0.6465739,x,velocity,6,7,None,deepDomainComfuse,4688
0.58960444,y,velocity,6,7,None,deepDomainComfuse,4688
0.69333494,x,velocity,6,7,None,domainAdversarial,4688
0.6321173,y,velocity,6,7,None,domainAdversarial,4688
0.43202186,x,velocity,7,8,None,Finetune,938
0.5985694,y,velocity,7,8,None,Finetune,938
0.40683365,x,velocity,7,8,None,MixCalibration,938
0.606822,y,velocity,7,8,None,MixCalibration,938
0.3716421,x,velocity,7,8,None,deepDomainComfuse,938
0.5960084,y,velocity,7,8,None,deepDomainComfuse,938
0.48131776,x,velocity,7,8,None,domainAdversarial,938
0.61445665,y,velocity,7,8,None,domainAdversarial,938
0.5580063,x,velocity,7,8,None,Finetune,1875
0.6676239,y,velocity,7,8,None,Finetune,1875
0.54966533,x,velocity,7,8,None,MixCalibration,1875
0.670249,y,velocity,7,8,None,MixCalibration,1875
0.5283971,x,velocity,7,8,None,deepDomainComfuse,1875
0.6368714,y,velocity,7,8,None,deepDomainComfuse,1875
0.5189959,x,velocity,7,8,None,domainAdversarial,1875
0.64403903,y,velocity,7,8,None,domainAdversarial,1875
0.5499685,x,velocity,7,8,None,Finetune,2813
0.7087081,y,velocity,7,8,None,Finetune,2813
0.58209217,x,velocity,7,8,None,MixCalibration,2813
0.6951459,y,velocity,7,8,None,MixCalibration,2813
0.53784424,x,velocity,7,8,None,deepDomainComfuse,2813
0.684886,y,velocity,7,8,None,deepDomainComfuse,2813
0.57283074,x,velocity,7,8,None,domainAdversarial,2813
0.68254626,y,velocity,7,8,None,domainAdversarial,2813
0.5761241,x,velocity,7,8,None,Finetune,3750
0.68497705,y,velocity,7,8,None,Finetune,3750
0.5646732,x,velocity,7,8,None,MixCalibration,3750
0.710042,y,velocity,7,8,None,MixCalibration,3750
0.5839557,x,velocity,7,8,None,deepDomainComfuse,3750
0.7066301,y,velocity,7,8,None,deepDomainComfuse,3750
0.6154079,x,velocity,7,8,None,domainAdversarial,3750
0.7022872,y,velocity,7,8,None,domainAdversarial,3750
0.58640385,x,velocity,7,8,None,Finetune,4688
0.72569764,y,velocity,7,8,None,Finetune,4688
0.6141257,x,velocity,7,8,None,MixCalibration,4688
0.73852646,y,velocity,7,8,None,MixCalibration,4688
0.60650456,x,velocity,7,8,None,deepDomainComfuse,4688
0.7356089,y,velocity,7,8,None,deepDomainComfuse,4688
0.6488278,x,velocity,7,8,None,domainAdversarial,4688
0.75367,y,velocity,7,8,None,domainAdversarial,4688
0.525535,x,velocity,8,9,None,Finetune,938
0.7084911,y,velocity,8,9,None,Finetune,938
0.54967403,x,velocity,8,9,None,MixCalibration,938
0.7652391,y,velocity,8,9,None,MixCalibration,938
0.523131,x,velocity,8,9,None,deepDomainComfuse,938
0.72122085,y,velocity,8,9,None,deepDomainComfuse,938
0.58014035,x,velocity,8,9,None,domainAdversarial,938
0.75041693,y,velocity,8,9,None,domainAdversarial,938
0.57205206,x,velocity,8,9,None,Finetune,1875
0.72326505,y,velocity,8,9,None,Finetune,1875
0.63024837,x,velocity,8,9,None,MixCalibration,1875
0.7672092,y,velocity,8,9,None,MixCalibration,1875
0.5879123,x,velocity,8,9,None,deepDomainComfuse,1875
0.7392167,y,velocity,8,9,None,deepDomainComfuse,1875
0.60284585,x,velocity,8,9,None,domainAdversarial,1875
0.77561444,y,velocity,8,9,None,domainAdversarial,1875
0.56229955,x,velocity,8,9,None,Finetune,2813
0.76119894,y,velocity,8,9,None,Finetune,2813
0.6579593,x,velocity,8,9,None,MixCalibration,2813
0.8053503,y,velocity,8,9,None,MixCalibration,2813
0.6341067,x,velocity,8,9,None,deepDomainComfuse,2813
0.7953081,y,velocity,8,9,None,deepDomainComfuse,2813
0.670684,x,velocity,8,9,None,domainAdversarial,2813
0.80514604,y,velocity,8,9,None,domainAdversarial,2813
0.6326248,x,velocity,8,9,None,Finetune,3750
0.77108413,y,velocity,8,9,None,Finetune,3750
0.63480437,x,velocity,8,9,None,MixCalibration,3750
0.7948998,y,velocity,8,9,None,MixCalibration,3750
0.6660204,x,velocity,8,9,None,deepDomainComfuse,3750
0.79697645,y,velocity,8,9,None,deepDomainComfuse,3750
0.6594917,x,velocity,8,9,None,domainAdversarial,3750
0.8051251,y,velocity,8,9,None,domainAdversarial,3750
0.6431994,x,velocity,8,9,None,Finetune,4688
0.7963268,y,velocity,8,9,None,Finetune,4688
0.676214,x,velocity,8,9,None,MixCalibration,4688
0.8221795,y,velocity,8,9,None,MixCalibration,4688
0.68247235,x,velocity,8,9,None,deepDomainComfuse,4688
0.82366204,y,velocity,8,9,None,deepDomainComfuse,4688
0.70048356,x,velocity,8,9,None,domainAdversarial,4688
0.83287805,y,velocity,8,9,None,domainAdversarial,4688
0.20541024,x,velocity,9,10,None,Finetune,938
0.42057014,y,velocity,9,10,None,Finetune,938
0.23492235,x,velocity,9,10,None,MixCalibration,938
0.43714923,y,velocity,9,10,None,MixCalibration,938
0.16555727,x,velocity,9,10,None,deepDomainComfuse,938
0.34803486,y,velocity,9,10,None,deepDomainComfuse,938
0.16404766,x,velocity,9,10,None,domainAdversarial,938
0.35761452,y,velocity,9,10,None,domainAdversarial,938
0.40007782,x,velocity,9,10,None,Finetune,1875
0.61353374,y,velocity,9,10,None,Finetune,1875
0.34734845,x,velocity,9,10,None,MixCalibration,1875
0.54611063,y,velocity,9,10,None,MixCalibration,1875
0.3395341,x,velocity,9,10,None,deepDomainComfuse,1875
0.5351584,y,velocity,9,10,None,deepDomainComfuse,1875
0.42358422,x,velocity,9,10,None,domainAdversarial,1875
0.6188246,y,velocity,9,10,None,domainAdversarial,1875
0.41333586,x,velocity,9,10,None,Finetune,2813
0.64944994,y,velocity,9,10,None,Finetune,2813
0.4357103,x,velocity,9,10,None,MixCalibration,2813
0.6329042,y,velocity,9,10,None,MixCalibration,2813
0.42823797,x,velocity,9,10,None,deepDomainComfuse,2813
0.5709511,y,velocity,9,10,None,deepDomainComfuse,2813
0.4945917,x,velocity,9,10,None,domainAdversarial,2813
0.6741066,y,velocity,9,10,None,domainAdversarial,2813
0.4469037,x,velocity,9,10,None,Finetune,3750
0.67850924,y,velocity,9,10,None,Finetune,3750
0.43607563,x,velocity,9,10,None,MixCalibration,3750
0.6767478,y,velocity,9,10,None,MixCalibration,3750
0.4361658,x,velocity,9,10,None,deepDomainComfuse,3750
0.6985004,y,velocity,9,10,None,deepDomainComfuse,3750
0.5719598,x,velocity,9,10,None,domainAdversarial,3750
0.72060263,y,velocity,9,10,None,domainAdversarial,3750
0.5087662,x,velocity,9,10,None,Finetune,4688
0.7230513,y,velocity,9,10,None,Finetune,4688
0.47663015,x,velocity,9,10,None,MixCalibration,4688
0.710598,y,velocity,9,10,None,MixCalibration,4688
0.48914778,x,velocity,9,10,None,deepDomainComfuse,4688
0.70305634,y,velocity,9,10,None,deepDomainComfuse,4688
0.58948106,x,velocity,9,10,None,domainAdversarial,4688
0.76464367,y,velocity,9,10,None,domainAdversarial,4688
0.39943552,x,velocity,10,11,None,Finetune,938
0.587312,y,velocity,10,11,None,Finetune,938
0.46682143,x,velocity,10,11,None,MixCalibration,938
0.61201537,y,velocity,10,11,None,MixCalibration,938
0.38996834,x,velocity,10,11,None,deepDomainComfuse,938
0.5586772,y,velocity,10,11,None,deepDomainComfuse,938
0.5025381,x,velocity,10,11,None,domainAdversarial,938
0.56687725,y,velocity,10,11,None,domainAdversarial,938
0.5415593,x,velocity,10,11,None,Finetune,1875
0.62395215,y,velocity,10,11,None,Finetune,1875
0.5550902,x,velocity,10,11,None,MixCalibration,1875
0.6617627,y,velocity,10,11,None,MixCalibration,1875
0.51660573,x,velocity,10,11,None,deepDomainComfuse,1875
0.6087452,y,velocity,10,11,None,deepDomainComfuse,1875
0.64555275,x,velocity,10,11,None,domainAdversarial,1875
0.6802459,y,velocity,10,11,None,domainAdversarial,1875
0.652058,x,velocity,10,11,None,Finetune,2813
0.72681355,y,velocity,10,11,None,Finetune,2813
0.6391143,x,velocity,10,11,None,MixCalibration,2813
0.73299944,y,velocity,10,11,None,MixCalibration,2813
0.645774,x,velocity,10,11,None,deepDomainComfuse,2813
0.7201426,y,velocity,10,11,None,deepDomainComfuse,2813
0.69268084,x,velocity,10,11,None,domainAdversarial,2813
0.7347663,y,velocity,10,11,None,domainAdversarial,2813
0.6418217,x,velocity,10,11,None,Finetune,3750
0.7442994,y,velocity,10,11,None,Finetune,3750
0.67035997,x,velocity,10,11,None,MixCalibration,3750
0.7529305,y,velocity,10,11,None,MixCalibration,3750
0.65165395,x,velocity,10,11,None,deepDomainComfuse,3750
0.7429925,y,velocity,10,11,None,deepDomainComfuse,3750
0.7210903,x,velocity,10,11,None,domainAdversarial,3750
0.78758496,y,velocity,10,11,None,domainAdversarial,3750
0.67341346,x,velocity,10,11,None,Finetune,4688
0.752019,y,velocity,10,11,None,Finetune,4688
0.6520915,x,velocity,10,11,None,MixCalibration,4688
0.76651335,y,velocity,10,11,None,MixCalibration,4688
0.6967652,x,velocity,10,11,None,deepDomainComfuse,4688
0.75797623,y,velocity,10,11,None,deepDomainComfuse,4688
0.7298634,x,velocity,10,11,None,domainAdversarial,4688
0.79295194,y,velocity,10,11,None,domainAdversarial,4688
0.66330546,x,velocity,11,12,None,Finetune,938
0.72095215,y,velocity,11,12,None,Finetune,938
0.7014737,x,velocity,11,12,None,MixCalibration,938
0.75477964,y,velocity,11,12,None,MixCalibration,938
0.64193153,x,velocity,11,12,None,deepDomainComfuse,938
0.74073803,y,velocity,11,12,None,deepDomainComfuse,938
0.6714693,x,velocity,11,12,None,domainAdversarial,938
0.7922512,y,velocity,11,12,None,domainAdversarial,938
0.638311,x,velocity,11,12,None,Finetune,1875
0.7517192,y,velocity,11,12,None,Finetune,1875
0.7240629,x,velocity,11,12,None,MixCalibration,1875
0.79069924,y,velocity,11,12,None,MixCalibration,1875
0.68391263,x,velocity,11,12,None,deepDomainComfuse,1875
0.7669983,y,velocity,11,12,None,deepDomainComfuse,1875
0.7144599,x,velocity,11,12,None,domainAdversarial,1875
0.81125855,y,velocity,11,12,None,domainAdversarial,1875
0.7155241,x,velocity,11,12,None,Finetune,2813
0.8141994,y,velocity,11,12,None,Finetune,2813
0.70613694,x,velocity,11,12,None,MixCalibration,2813
0.8077027,y,velocity,11,12,None,MixCalibration,2813
0.72126055,x,velocity,11,12,None,deepDomainComfuse,2813
0.8114278,y,velocity,11,12,None,deepDomainComfuse,2813
0.75888693,x,velocity,11,12,None,domainAdversarial,2813
0.82784605,y,velocity,11,12,None,domainAdversarial,2813
0.73565376,x,velocity,11,12,None,Finetune,3750
0.8148349,y,velocity,11,12,None,Finetune,3750
0.7424913,x,velocity,11,12,None,MixCalibration,3750
0.81501675,y,velocity,11,12,None,MixCalibration,3750
0.7456827,x,velocity,11,12,None,deepDomainComfuse,3750
0.84472287,y,velocity,11,12,None,deepDomainComfuse,3750
0.76253617,x,velocity,11,12,None,domainAdversarial,3750
0.85622036,y,velocity,11,12,None,domainAdversarial,3750
0.7280072,x,velocity,11,12,None,Finetune,4688
0.82898355,y,velocity,11,12,None,Finetune,4688
0.73423326,x,velocity,11,12,None,MixCalibration,4688
0.83668834,y,velocity,11,12,None,MixCalibration,4688
0.7409926,x,velocity,11,12,None,deepDomainComfuse,4688
0.84401727,y,velocity,11,12,None,deepDomainComfuse,4688
0.7844032,x,velocity,11,12,None,domainAdversarial,4688
0.86081046,y,velocity,11,12,None,domainAdversarial,4688
0.532898,x,velocity,12,13,None,Finetune,938
0.72945225,y,velocity,12,13,None,Finetune,938
0.52965474,x,velocity,12,13,None,MixCalibration,938
0.74622965,y,velocity,12,13,None,MixCalibration,938
0.43769938,x,velocity,12,13,None,deepDomainComfuse,938
0.6452261,y,velocity,12,13,None,deepDomainComfuse,938
0.4929459,x,velocity,12,13,None,domainAdversarial,938
0.7644892,y,velocity,12,13,None,domainAdversarial,938
0.5228275,x,velocity,12,13,None,Finetune,1875
