r_square,axis,movement,sourceSessionIndex,targetSessionIndex,normalizedMethod,model
0.5659944,y,velocity,1,7,None,DeepDomainConfusionModel
0.63594836,x,velocity,1,8,None,DeepDomainConfusionModel
0.7397288,y,velocity,1,8,None,DeepDomainConfusionModel
0.6481162,x,velocity,1,9,None,DeepDomainConfusionModel
0.784222,y,velocity,1,9,None,DeepDomainConfusionModel
0.4803034,x,velocity,1,10,None,DeepDomainConfusionModel
0.7113565,y,velocity,1,10,None,DeepDomainConfusionModel
0.7574839,x,velocity,1,11,None,DeepDomainConfusionModel
0.7757014,y,velocity,1,11,None,DeepDomainConfusionModel
0.7453501,x,velocity,1,12,None,DeepDomainConfusionModel
0.8415465,y,velocity,1,12,None,DeepDomainConfusionModel
0.73923993,x,velocity,1,13,None,DeepDomainConfusionModel
0.8503339,y,velocity,1,13,None,DeepDomainConfusionModel
0.79882944,x,velocity,1,14,None,DeepDomainConfusionModel
0.86578953,y,velocity,1,14,None,DeepDomainConfusionModel
0.68688726,x,velocity,1,15,None,DeepDomainConfusionModel
0.77497447,y,velocity,1,15,None,DeepDomainConfusionModel
0.7182749,x,velocity,1,16,None,DeepDomainConfusionModel
0.77043784,y,velocity,1,16,None,DeepDomainConfusionModel
0.7178746,x,velocity,1,17,None,DeepDomainConfusionModel
0.8313035,y,velocity,1,17,None,DeepDomainConfusionModel
0.62301326,x,velocity,1,18,None,DeepDomainConfusionModel
0.78671604,y,velocity,1,18,None,DeepDomainConfusionModel
0.6858444,x,velocity,1,19,None,DeepDomainConfusionModel
0.81096107,y,velocity,1,19,None,DeepDomainConfusionModel
0.71945405,x,velocity,1,20,None,DeepDomainConfusionModel
0.8142172,y,velocity,1,20,None,DeepDomainConfusionModel
0.69863355,x,velocity,1,21,None,DeepDomainConfusionModel
0.75291824,y,velocity,1,21,None,DeepDomainConfusionModel
0.7303494,x,velocity,1,22,None,DeepDomainConfusionModel
0.8092505,y,velocity,1,22,None,DeepDomainConfusionModel
0.71767175,x,velocity,1,23,None,DeepDomainConfusionModel
0.8121691,y,velocity,1,23,None,DeepDomainConfusionModel
0.77115595,x,velocity,1,24,None,DeepDomainConfusionModel
0.8361006,y,velocity,1,24,None,DeepDomainConfusionModel
0.7221674,x,velocity,1,25,None,DeepDomainConfusionModel
0.8137164,y,velocity,1,25,None,DeepDomainConfusionModel
0.75211096,x,velocity,1,26,None,DeepDomainConfusionModel
0.81944287,y,velocity,1,26,None,DeepDomainConfusionModel
0.7672174,x,velocity,1,27,None,DeepDomainConfusionModel
0.8465762,y,velocity,1,27,None,DeepDomainConfusionModel
0.68378377,x,velocity,1,28,None,DeepDomainConfusionModel
0.76363367,y,velocity,1,28,None,DeepDomainConfusionModel
0.55860215,x,velocity,1,29,None,DeepDomainConfusionModel
0.6637667,y,velocity,1,29,None,DeepDomainConfusionModel
0.71344924,x,velocity,1,30,None,DeepDomainConfusionModel
0.8381627,y,velocity,1,30,None,DeepDomainConfusionModel
0.68332994,x,velocity,1,31,None,DeepDomainConfusionModel
0.83383304,y,velocity,1,31,None,DeepDomainConfusionModel
0.62913555,x,velocity,1,32,None,DeepDomainConfusionModel
0.74312854,y,velocity,1,32,None,DeepDomainConfusionModel
0.7456809,x,velocity,1,33,None,DeepDomainConfusionModel
0.77910936,y,velocity,1,33,None,DeepDomainConfusionModel
0.7631489,x,velocity,1,34,None,DeepDomainConfusionModel
0.8465919,y,velocity,1,34,None,DeepDomainConfusionModel
0.7305802,x,velocity,1,35,None,DeepDomainConfusionModel
0.78697604,y,velocity,1,35,None,DeepDomainConfusionModel
0.74707764,x,velocity,1,36,None,DeepDomainConfusionModel
0.74106705,y,velocity,1,36,None,DeepDomainConfusionModel
0.6648638,x,velocity,2,0,None,DeepDomainConfusionModel
0.71767974,y,velocity,2,0,None,DeepDomainConfusionModel
0.7803259,x,velocity,2,1,None,DeepDomainConfusionModel
0.81181395,y,velocity,2,1,None,DeepDomainConfusionModel
0.7059221,x,velocity,2,3,None,DeepDomainConfusionModel
0.76604056,y,velocity,2,3,None,DeepDomainConfusionModel
0.74816394,x,velocity,2,4,None,DeepDomainConfusionModel
0.6532854,y,velocity,2,4,None,DeepDomainConfusionModel
0.7661381,x,velocity,2,5,None,DeepDomainConfusionModel
0.7638581,y,velocity,2,5,None,DeepDomainConfusionModel
0.76432157,x,velocity,2,6,None,DeepDomainConfusionModel
0.7346186,y,velocity,2,6,None,DeepDomainConfusionModel
0.60718286,x,velocity,2,7,None,DeepDomainConfusionModel
0.55960447,y,velocity,2,7,None,DeepDomainConfusionModel
0.62910986,x,velocity,2,8,None,DeepDomainConfusionModel
0.7755126,y,velocity,2,8,None,DeepDomainConfusionModel
0.67445225,x,velocity,2,9,None,DeepDomainConfusionModel
0.79575443,y,velocity,2,9,None,DeepDomainConfusionModel
0.49920398,x,velocity,2,10,None,DeepDomainConfusionModel
0.7241322,y,velocity,2,10,None,DeepDomainConfusionModel
0.7416587,x,velocity,2,11,None,DeepDomainConfusionModel
0.79635835,y,velocity,2,11,None,DeepDomainConfusionModel
0.7584102,x,velocity,2,12,None,DeepDomainConfusionModel
0.834006,y,velocity,2,12,None,DeepDomainConfusionModel
0.72911716,x,velocity,2,13,None,DeepDomainConfusionModel
0.86863244,y,velocity,2,13,None,DeepDomainConfusionModel
0.7860713,x,velocity,2,14,None,DeepDomainConfusionModel
0.8565178,y,velocity,2,14,None,DeepDomainConfusionModel
0.66888547,x,velocity,2,15,None,DeepDomainConfusionModel
0.7779073,y,velocity,2,15,None,DeepDomainConfusionModel
0.72577447,x,velocity,2,16,None,DeepDomainConfusionModel
0.76016676,y,velocity,2,16,None,DeepDomainConfusionModel
