
0.72966486,x,velocity,0,1,None,Finetune
0.7558897,y,velocity,0,1,None,Finetune
0.73784137,x,velocity,0,1,None,ContinuousFinetune
0.74789476,y,velocity,0,1,None,ContinuousFinetune
0.7697876,x,velocity,1,2,None,Finetune
0.7678014,y,velocity,1,2,None,Finetune
0.7638908,x,velocity,1,2,None,ContinuousFinetune
0.77633977,y,velocity,1,2,None,ContinuousFinetune
0.71559846,x,velocity,2,3,None,Finetune
0.7492746,y,velocity,2,3,None,Finetune
0.71378416,x,velocity,2,3,None,ContinuousFinetune
0.7539466,y,velocity,2,3,None,ContinuousFinetune
0.7580023,x,velocity,3,4,None,Finetune
0.68783104,y,velocity,3,4,None,Finetune
0.7697204,x,velocity,3,4,None,ContinuousFinetune
0.68831515,y,velocity,3,4,None,ContinuousFinetune
0.7378154,x,velocity,4,5,None,Finetune
0.75326663,y,velocity,4,5,None,Finetune
0.7601764,x,velocity,4,5,None,ContinuousFinetune
0.7728638,y,velocity,4,5,None,ContinuousFinetune
0.76283956,x,velocity,5,6,None,Finetune
0.71140265,y,velocity,5,6,None,Finetune
0.7525179,x,velocity,5,6,None,ContinuousFinetune
0.73862237,y,velocity,5,6,None,ContinuousFinetune
0.5804611,x,velocity,6,7,None,Finetune
0.5515838,y,velocity,6,7,None,Finetune
0.6367287,x,velocity,6,7,None,ContinuousFinetune
0.56841946,y,velocity,6,7,None,ContinuousFinetune
0.61190826,x,velocity,7,8,None,Finetune
0.70638984,y,velocity,7,8,None,Finetune
0.6410824,x,velocity,7,8,None,ContinuousFinetune
0.7637249,y,velocity,7,8,None,ContinuousFinetune
0.629473,x,velocity,8,9,None,Finetune
0.80890965,y,velocity,8,9,None,Finetune
0.6687124,x,velocity,8,9,None,ContinuousFinetune
0.81062084,y,velocity,8,9,None,ContinuousFinetune
0.5099031,x,velocity,9,10,None,Finetune
0.7266374,y,velocity,9,10,None,Finetune
0.5410175,x,velocity,9,10,None,ContinuousFinetune
0.75257874,y,velocity,9,10,None,ContinuousFinetune
0.73327816,x,velocity,10,11,None,Finetune
0.7947428,y,velocity,10,11,None,Finetune
0.7494763,x,velocity,10,11,None,ContinuousFinetune
0.8082211,y,velocity,10,11,None,ContinuousFinetune
0.76729363,x,velocity,11,12,None,Finetune
0.830838,y,velocity,11,12,None,Finetune
0.76309013,x,velocity,11,12,None,ContinuousFinetune
0.8548635,y,velocity,11,12,None,ContinuousFinetune
0.6678065,x,velocity,12,13,None,Finetune
0.87288797,y,velocity,12,13,None,Finetune
0.70926905,x,velocity,12,13,None,ContinuousFinetune
0.86341506,y,velocity,12,13,None,ContinuousFinetune
0.8189651,x,velocity,13,14,None,Finetune
0.8670875,y,velocity,13,14,None,Finetune
0.8204698,x,velocity,13,14,None,ContinuousFinetune
0.8621168,y,velocity,13,14,None,ContinuousFinetune
0.72495747,x,velocity,14,15,None,Finetune
0.7860136,y,velocity,14,15,None,Finetune
0.72486484,x,velocity,14,15,None,ContinuousFinetune
0.79609203,y,velocity,14,15,None,ContinuousFinetune
0.75706095,x,velocity,15,16,None,Finetune
0.79230917,y,velocity,15,16,None,Finetune
0.74898505,x,velocity,15,16,None,ContinuousFinetune
0.7703285,y,velocity,15,16,None,ContinuousFinetune
0.7326436,x,velocity,16,17,None,Finetune
0.8374256,y,velocity,16,17,None,Finetune
0.75166434,x,velocity,16,17,None,ContinuousFinetune
0.8486601,y,velocity,16,17,None,ContinuousFinetune
0.63283277,x,velocity,17,18,None,Finetune
0.7943671,y,velocity,17,18,None,Finetune
0.67884874,x,velocity,17,18,None,ContinuousFinetune
0.84952414,y,velocity,17,18,None,ContinuousFinetune
0.6948238,x,velocity,18,19,None,Finetune
