
0.7883451,y,velocity,18,19,None,Finetune
0.7216619,x,velocity,18,19,None,ContinuousFinetune
0.8371285,y,velocity,18,19,None,ContinuousFinetune
0.7302817,x,velocity,19,20,None,Finetune
0.82901704,y,velocity,19,20,None,Finetune
0.75911057,x,velocity,19,20,None,ContinuousFinetune
0.8500962,y,velocity,19,20,None,ContinuousFinetune
0.71272993,x,velocity,20,21,None,Finetune
0.7682662,y,velocity,20,21,None,Finetune
0.76026917,x,velocity,20,21,None,ContinuousFinetune
0.80256104,y,velocity,20,21,None,ContinuousFinetune
0.71930707,x,velocity,21,22,None,Finetune
0.81302017,y,velocity,21,22,None,Finetune
0.7301481,x,velocity,21,22,None,ContinuousFinetune
0.7685177,y,velocity,21,22,None,ContinuousFinetune
0.71138227,x,velocity,22,23,None,Finetune
0.7959763,y,velocity,22,23,None,Finetune
0.7487869,x,velocity,22,23,None,ContinuousFinetune
0.81031334,y,velocity,22,23,None,ContinuousFinetune
0.78214633,x,velocity,23,24,None,Finetune
0.8528042,y,velocity,23,24,None,Finetune
0.7826776,x,velocity,23,24,None,ContinuousFinetune
0.86058295,y,velocity,23,24,None,ContinuousFinetune
0.72620726,x,velocity,24,25,None,Finetune
0.8142549,y,velocity,24,25,None,Finetune
0.7614151,x,velocity,24,25,None,ContinuousFinetune
0.8339957,y,velocity,24,25,None,ContinuousFinetune
0.7602374,x,velocity,25,26,None,Finetune
0.8373615,y,velocity,25,26,None,Finetune
0.78099954,x,velocity,25,26,None,ContinuousFinetune
0.84156454,y,velocity,25,26,None,ContinuousFinetune
0.7872132,x,velocity,26,27,None,Finetune
0.8467126,y,velocity,26,27,None,Finetune
0.7998481,x,velocity,26,27,None,ContinuousFinetune
0.85712254,y,velocity,26,27,None,ContinuousFinetune
0.7220081,x,velocity,27,28,None,Finetune
0.79430044,y,velocity,27,28,None,Finetune
0.72278845,x,velocity,27,28,None,ContinuousFinetune
0.79130554,y,velocity,27,28,None,ContinuousFinetune
0.5465166,x,velocity,28,29,None,Finetune
0.67451984,y,velocity,28,29,None,Finetune
0.6120331,x,velocity,28,29,None,ContinuousFinetune
0.72885376,y,velocity,28,29,None,ContinuousFinetune
0.7330158,x,velocity,29,30,None,Finetune
0.8381944,y,velocity,29,30,None,Finetune
0.745057,x,velocity,29,30,None,ContinuousFinetune
0.84156567,y,velocity,29,30,None,ContinuousFinetune
0.7113654,x,velocity,30,31,None,Finetune
0.8459762,y,velocity,30,31,None,Finetune
0.73138654,x,velocity,30,31,None,ContinuousFinetune
0.8532231,y,velocity,30,31,None,ContinuousFinetune
0.65345633,x,velocity,31,32,None,Finetune
0.74112535,y,velocity,31,32,None,Finetune
0.72283405,x,velocity,31,32,None,ContinuousFinetune
0.81703514,y,velocity,31,32,None,ContinuousFinetune
0.7246902,x,velocity,32,33,None,Finetune
0.785879,y,velocity,32,33,None,Finetune
0.7903967,x,velocity,32,33,None,ContinuousFinetune
0.83231294,y,velocity,32,33,None,ContinuousFinetune
0.7942538,x,velocity,33,34,None,Finetune
0.84952986,y,velocity,33,34,None,Finetune
0.80327743,x,velocity,33,34,None,ContinuousFinetune
0.8627217,y,velocity,33,34,None,ContinuousFinetune
0.72826666,x,velocity,34,35,None,Finetune
0.7726895,y,velocity,34,35,None,Finetune
0.7571169,x,velocity,34,35,None,ContinuousFinetune
0.7940145,y,velocity,34,35,None,ContinuousFinetune
0.762578,x,velocity,35,36,None,Finetune
0.77895486,y,velocity,35,36,None,Finetune
0.7575863,x,velocity,35,36,None,ContinuousFinetune
0.7975669,y,velocity,35,36,None,ContinuousFinetune
